ID,Title,Content,Content_Tagline,Content_Description,Content_Menu_or_URL,Content_Images,Content_Video,ClosedorQuestionable,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,_listing_pricing_range,geolocation_lat,geolocation_long,_listing_location,_listing_kosher,_listing_kosher_url,listing_thumbnail,_listing_phone,_listing_website,_listing_email,_listing_social__facebook,_listing_social__instagram,_listing_working_hours,_listing_monday_hours_radio,_listing_monday_hours_open,_listing_monday_hours_close,_listing_tuesday_hours_radio,_listing_tuesday_hours_open,_listing_tuesday_hours_close,_listing_wednesday_hours_radio,_listing_wednesday_hours_open,_listing_wednesday_hours_close,_listing_thursday_hours_radio,_listing_thursday_hours_open,_listing_thursday_hours_close,_listing_friday_hours_radio,_listing_friday_hours_open,_listing_friday_hours_close,_listing_saturday_hours_radio,_listing_saturday_hours_open,_listing_saturday_hours_close,_listing_sunday_hours_radio,_listing_sunday_hours_open,DateCreated,_listing_confirmed,Status,Chabad Status,street_address,zip_code,KWB_Highlight,More Information:
23233,Lipa's Kosher Market,"<h3>They Deliver!</h3>
<h3><strong>Full variety of Kosher items.</strong></h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,https://www.google.com/maps/uv?pb=!1s0x4cc91978e7d8bbc5%3A0x53e08fc4c0a42132!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOyFvAXIVQ0uHsGbWW5s0-5xmz2cyCqGK8M6DXX%3Dw234-h176-k-no!5sLipa%27s%20Kosher%20Market%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipOyFvAXIVQ0uHsGbWW5s0-5xmz2cyCqGK8M6DXX&hl=en&sa=X&ved=2ahUKEwi7u5ut6b30AhX1RjABHTS1CVEQoip6BAhqEAM   https://www.google.com/maps/uv?pb=!1s0x4cc91978e7d8bbc5%3A0x53e08fc4c0a42132!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOyFvAXIVQ0uHsGbWW5s0-5xmz2cyCqGK8M6DXX%3Dw234-h176-k-no!5sLipa%27s%20Kosher%20Market%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipMuKt51Xchj-VfCMTbPfrzmVkk7fK1vObxSKK6E&hl=en&sa=X&ved=2ahUKEwi7u5ut6b30AhX1RjABHTS1CVEQoip6BAhqEAM,,,Supermarket,,North America,Canada,Quebec,,none,45.5225574,-73.6024663,"5573 Av du Parc, Montréal, QC H2V 4S8, Canada",MK Kosher,https://mk.ca/,,(514) 272-6732,https://www.lipassupermarket.com/,,,,,,,,,,,,,,,,,,,,,,,,,18/8/2020,14/7/2021,,,,,,
7354,Ouazana Kosher Delight Market,"<h3>Butcher for 30 years. Kosher meats in Rome.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Kosher supermarket.</li>
 	<li>Delivery specialists. You can order online directly to your hotel. You can order and pick up yourself too.</li>
 	<li>They have four different locations in the City of Rome: On silvestro gherardi 16/18, silvestro gherardi 44, the portico of Octavia 11 and Giacomo Boni 16/18.</li>
 	<li>Serving most of the hotels in the area without any problems.</li>
 	<li>Awesome choice for picking up cold cuts or cheese for fixing sandwiches during your trip.</li>
 	<li>Great wine selection.</li>
 	<li>Imported Kosher products, including already made meals to take out and cook in a microwave oven.</li>
 	<li>You can contact them directly <a href=""https://www.kosherdelightshop.it/my-account/"" target=""_blank"" rel=""noopener noreferrer"">here</a>.</li>
</ul>",,,,https://www.google.com/maps/uv?pb=!1s0x132f6164e2e31e5d%3A0x404a6294d06b6271!3m1!7e115!4s%2F%2Flh5.googleusercontent.com%2Fproxy%2Fz2qlbzSsZXG0megnEwPlDHp2u5UqIgHpVvTOxTMqaejGG8rLaEKqCm8w8sdHHK0lbvpCBlxG8617sbRIx-SIZN-gxaNslxkwAoj66-7HvoNdGJ0bAw95IOOqEGN70lv84i6a0L61roGHCRYircSTqhXh8dHT-vMnmaJGC5gzUzzu%3Dw234-h176-k-no!5sOuazana%20Kosher%20Delight%20Market%20%20Via%20Giacomo%20Boni%2C%2018%2C%2000162%20Roma%20RM%2C%20Italia%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipOmtYb2gycW2faBtIfOGt1vfA4LdKPm8TISxGPw&hl=en&sa=X&ved=2ahUKEwjEoYbhr7b0AhWhSjABHXs1CtQQoip6BAhJEAM  https://www.google.com/maps/uv?pb=!1s0x132f6164e2e31e5d%3A0x404a6294d06b6271!3m1!7e115!4s%2F%2Flh5.googleusercontent.com%2Fproxy%2Fz2qlbzSsZXG0megnEwPlDHp2u5UqIgHpVvTOxTMqaejGG8rLaEKqCm8w8sdHHK0lbvpCBlxG8617sbRIx-SIZN-gxaNslxkwAoj66-7HvoNdGJ0bAw95IOOqEGN70lv84i6a0L61roGHCRYircSTqhXh8dHT-vMnmaJGC5gzUzzu%3Dw234-h176-k-no!5sOuazana%20Kosher%20Delight%20Market%20%20Via%20Giacomo%20Boni%2C%2018%2C%2000162%20Roma%20RM%2C%20Italia%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipNXNDaMvTx1KEruhs0zlVOkyYpfrNDPkt2dz2x0&hl=en&sa=X&ved=2ahUKEwjEoYbhr7b0AhWhSjABHXs1CtQQoip6BAhJEAM,,,"Delivery/Pickup,Supermarket",,Europe,Italy,,,moderate,41.9152256,12.5214461,"Via Giacomo Boni, 18, 00162 Roma RM, Italia",Beth Din Rome,http://moked.it/rabbanutroma/home/english-welcome-to-jewish-rome/,,+39 06 4425 4461,https://www.kosherdelightshop.it/,,,,,,,,,,,,,,,,,,,,,,,,,15/4/2018,1/11/2020,,,,,,
7549,"Bet Kosher Supermarket in Rome, Italy","<h3>Supermarket with excellent offers, selling high-quality Kosher food products.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Bet Kosher is a minimarket offering Kosher products.</li>
 	<li>Macholet, Basar, and Chalav.</li>
 	<li>Located not too far from Rome's main attractions, hotel, and Chabad.</li>
 	<li>Convenient and useful when travelling to Rome.</li>
</ul>
&nbsp;",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/29343209_804308403090269_7919004655336554496_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=KPaxzhqpQCcAX8Xw73-&_nc_ht=scontent-lga3-1.xx&oh=3ef9d117b255b4f7d0fbda93e79ab069&oe=61C58C0C  https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/46495325_960441370810304_3412615876204036096_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=rVvqUTKn5eAAX-SiBVz&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-lga3-1.xx&oh=93945a0688e54b3e841c6c1107a907fe&oe=61C58CBB,,,Supermarket,,Europe,Italy,,,moderate,41.8766378,12.4668826,"Via Cesare Pascarella, 36, 00153 Roma RM, Italia",,,,+39 06 4543 4231,,,https://www.facebook.com/betkosheroma/?ref=page_internal,https://www.instagram.com/bet_kosher/?hl=en,monday,custom,08:30,"a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""08:30"";}","a:1:{i:0;s:5:""14:00"";}",closed,,,closed,,11/4/2018,12/8/2021,,,,,,
8414,Ralphs The Kosher Experience 222,"<h3>Hypermarket with Kosher products and everything you need in your daily routine.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Large supermarket with Kosher products.</li>
 	<li>All fresh meat and chicken have the RCC seal on the front and back of the package.</li>
 	<li>Meats are Glatt Kosher.</li>
 	<li>Deli with cooked meals available for takeaway.</li>
 	<li>
<div class=""StoreServices-label"">Store services:</div>
<ul>
 	<li class=""StoreServices-departmentsItem"">Bakery.</li>
 	<li class=""StoreServices-departmentsItem"">Cheese counter.</li>
 	<li class=""StoreServices-departmentsItem"">Coin Star.</li>
 	<li class=""StoreServices-departmentsItem"">Kosher food.</li>
 	<li class=""StoreServices-departmentsItem"">Liquor.</li>
 	<li class=""StoreServices-departmentsItem"">Meat department.</li>
 	<li class=""StoreServices-departmentsItem"">Online deli/Bakery ordering.</li>
 	<li class=""StoreServices-departmentsItem"">Pharmacy.</li>
 	<li class=""StoreServices-departmentsItem"">Starbucks.</li>
</ul>
</li>
 	<li>Located in Sherman Oaks, 15 miles northwest of Downtown Los Angeles.</li>
</ul>",,,,,,,"Bakery,Supermarket",Pareve,North America,USA,California,Los Angeles,moderate,34.1499090,-118.4391924,"14049 Ventura Blvd, Sherman Oaks, CA 91423",RCC,https://rccvaad.org/,,(747) 233-6100,https://www.ralphs.com/stores/details/703/00222?cid=loc70300222_gmb,,https://www.facebook.com/Ralphs/,,,,,,,,,,,,,,,,,,,,,,,17/5/2018,8/2/2021,,,,,,
7285,Munchies,"<h3>Convenience store, offering snacks, sweets and dinks.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/89325992_3553234484747710_3774436148990967808_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=730e14&_nc_ohc=gobNfGibvOsAX-aYTr9&_nc_ht=scontent-lga3-1.xx&oh=49bc43fbafe56bdc2310136c1ba3fb75&oe=61C64715   https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/75603426_3212322062172289_3185615936803569664_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=730e14&_nc_ohc=OP_7bgPbCMEAX--yG01&_nc_ht=scontent-lga3-1.xx&oh=303206acd3a69340b6714544baf976ce&oe=61C6EAD8,,,Store,,North America,USA,California,Los Angeles,cheap,34.0552669,-118.3850678,"8859 W Pico Blvd, Los Angeles, CA 90035, USA",OK,http://www.ok.org/es/consumers/ok-certified-restaurants/,,+1 310 777 0221,https://lamunchies.com,orders@lamunchies.com,https://www.facebook.com/lamunchies,,sunday,custom,09:00,"a:1:{i:0;s:5:""21:00"";}",custom,09:00,"a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""21:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""14:30"";}",custom,"a:1:{i:0;s:5:""19:00"";}","a:1:{i:0;s:5:""23:00"";}",custom,"a:1:{i:0;s:5:""09:00"";}",28/12/2018,8/2/2021,,,,,,
17624,Western Kosher (Fairfax),"<h3>Supermarket, Meat &amp; Groceries.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,https://s3-media0.fl.yelpcdn.com/bphoto/CRrL2wrq8iislmqqzYMVvA/348s.jpg,,,Supermarket,,North America,USA,California,Los Angeles,cheap,34.0794549,-118.3612992,"444 N Fairfax Ave, Los Angeles, CA 90036, USA",OK,http://www.ok.org/es/consumers/ok-certified-restaurants/,,(323) 933-8283,https://westernkosher.com/,manager@westernkosher.com,https://www.facebook.com/WesternKosher/,,sunday,custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""14:30"";}",closed,,,custom,"a:1:{i:0;s:5:""07:00"";}",15/7/2019,4/2/2021,,,,,,
17620,Western Kosher,"<h3>Supermarket, meat and groceries.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/32680604_1686371254779961_3163298363315585024_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=730e14&_nc_ohc=1yGxdKkTr3wAX_DkBGz&_nc_ht=scontent-lga3-1.xx&oh=5166224e52d0b14662df056c117b298b&oe=61C4E057  https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/47386185_1963686623715088_5145364580020518912_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8bfeb9&_nc_ohc=KUNKaOPd-DcAX-9qwJh&_nc_ht=scontent-lga3-1.xx&oh=9bb7b85bbc61789cab3bbc27c3c9eacb&oe=61C5A22C   https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-9/78335662_2577420989008312_5123566169294372864_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=730e14&_nc_ohc=JNzU3Pabt50AX-QGVFp&tn=8xwR0EZvVxQK3iol&_nc_ht=scontent-lga3-1.xx&oh=5bdaed5db05195903fcc756e88048364&oe=61C71156,,,Supermarket,,North America,USA,California,Los Angeles,cheap,34.0484992,-118.3415833,"4817 W Pico Blvd, Los Angeles, CA 90019, USA",OK,http://www.ok.org/es/consumers/ok-certified-restaurants/,,+1 323-933-8283,https://westernkosher.com/,manager@westernkosher.com,https://www.facebook.com/WesternKosher/,,sunday,custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""19:00"";}",custom,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""14:30"";}",closed,,,custom,"a:1:{i:0;s:5:""07:00"";}",15/7/2019,4/2/2021,,,,,,
8453,Livonia Glatt Market,"<h3>Glatt Kosher market. Local grocery delivery. Shop online.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Livonia is a glatt Kosher market on Pico Blvd in the Robertson Pico/Beverly Hills, adjacent neighborhood of Los Angeles.</li>
 	<li>It provides customers with high-quality groceries and education about the products they carry.</li>
 	<li>From premium produce to organic glatt kosher meats, Livonia Glatt Market offers a selection of kosher groceries in an easy-to-access location on the corner of Pico Blvd and Livonia Ave. 11 miles west of Downtown Los Angeles.</li>
 	<li><a href=""http://rccvaad.org/teudot/LivoniaGlattMarket.pdf"" target=""_blank"" rel=""noopener noreferrer"">Teudah</a>.</li>
</ul>",,,,https://www.google.com/maps/uv?pb=!1s0x80c2b95dd34ef21d%3A0x5adff594b3df4d4c!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOOuTkzSAmfMO3OjicG6vu08asuKKgOb041zKgb%3Dw306-h176-k-no!5sLivonia%20Glatt%20Market%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipOOuTkzSAmfMO3OjicG6vu08asuKKgOb041zKgb&hl=en&sa=X&ved=2ahUKEwjTt5D2lbb0AhXwQzABHfOmCIQQoip6BAg-EAM   https://www.google.com/maps/uv?pb=!1s0x80c2b95dd34ef21d%3A0x5adff594b3df4d4c!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOOuTkzSAmfMO3OjicG6vu08asuKKgOb041zKgb%3Dw306-h176-k-no!5sLivonia%20Glatt%20Market%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipPb_NWviMmMft8YTu5GR2FODnx0ciBo3O0u_Kj6&hl=en&sa=X&ved=2ahUKEwjTt5D2lbb0AhXwQzABHfOmCIQQoip6BAg-EAM,,,"Supermarket,Restaurant",Meat,North America,USA,California,Los Angeles,moderate,34.0550635,-118.3865969,"8922 Pico Blvd, Los Angeles, CA 90035, EE. UU.",RCC,https://rccvaad.org/,,+1 310-271-4343,https://www.livoniaglatt.com/,glatt@livoniaglatt.com,https://www.facebook.com/LivoniaGlattMarket/,,,,,,,,,,,,,,,,,,,,,,,15/5/2018,8/2/2021,,,,,,
8419,Ralph The Kosher Experience 198,"<h3>*Permanently Closed*</h3>
<h3>Hypermarket with Kosher products.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Large supermarket with Kosher products.</li>
 	<li><a href=""http://rccvaad.org/teudot/Ralphs198.pdf"" target=""_blank"" rel=""noopener noreferrer"">Teudah</a>.</li>
 	<li>All fresh meat and chicken have the RCC seal on the front and back of the package.</li>
 	<li>Meats are Glatt Kosher.</li>
 	<li>Deli with cooked meals available for takeaway.</li>
 	<li>
<div class=""StoreServices-label"">Store Services:</div>
<ul>
 	<li class=""StoreServices-departmentsItem"">ATM.</li>
 	<li class=""StoreServices-departmentsItem"">Bakery.</li>
 	<li class=""StoreServices-departmentsItem"">Coin Star.</li>
 	<li class=""StoreServices-departmentsItem"">Kosher food.</li>
 	<li class=""StoreServices-departmentsItem"">Liquor</li>
 	<li class=""StoreServices-departmentsItem"">Meat department.</li>
 	<li class=""StoreServices-departmentsItem"">Online deli/Bakery ordering.</li>
 	<li class=""StoreServices-departmentsItem"">Starbucks.</li>
 	<li class=""StoreServices-departmentsItem"">Sushi.</li>
</ul>
</li>
 	<li>Located at Pico Boulevard, 11 miles west of Downtown Los Angeles.</li>
</ul>",,,,,,,"Bakery,Supermarket",Pareve,North America,USA,California,Los Angeles,moderate,34.0547509,-118.3986714,"9616 Pico Blvd, Los Angeles, CA 90035",RCC,https://rccvaad.org/,,(310) 271-2672,https://www.ralphs.com/stores/details/703/00198?cid=loc70300198_gmb,,https://www.facebook.com/Ralphs/,,,,,,,,,,,,,,,,,,,,,,,16/5/2018,8/2/2021,,,,,,
8349,Pistachio,"<h3>Nuts and candies speciality store.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Pistachio specialises in dry roasting nuts and seeds in an old fashioned Middle Eastern way.</li>
 	<li>You can order online, by phone or at the store:
<ul>
 	<li><a href=""http://www.pistachiousa.com/nuts/"" target=""_blank"" rel=""noopener noreferrer"">Nuts</a></li>
 	<li><a href=""http://www.pistachiousa.com/categories/seeds.html"" target=""_blank"" rel=""noopener noreferrer"">Seeds</a></li>
 	<li><a href=""http://www.pistachiousa.com/candy/"" target=""_blank"" rel=""noopener noreferrer"">Candies</a></li>
 	<li><a href=""http://www.pistachiousa.com/chocolate-non-diary/"" target=""_blank"" rel=""noopener noreferrer"">Chocolate (Non-Diary)</a></li>
 	<li><a href=""http://www.pistachiousa.com/categories/dried-fruit.html"" target=""_blank"" rel=""noopener noreferrer"">Dried Fruit</a></li>
 	<li><a href=""http://www.pistachiousa.com/gift-baskets/"" target=""_blank"" rel=""noopener noreferrer"">Gift Baskets</a></li>
 	<li><a href=""http://www.pistachiousa.com/holidays/"" target=""_blank"" rel=""noopener noreferrer"">Holidays</a></li>
</ul>
</li>
 	<li>Located at Encino, 20 miles northwest of Downtown Los Angeles.</li>
 	<li>You can contact them <a href=""http://www.pistachiousa.com/contact-us/"" target=""_blank"" rel=""noopener noreferrer"">here</a> for more information about their working hours.</li>
 	<li><a href=""http://rccvaad.org/teudot/Pistachio.pdf"" target=""_blank"" rel=""noopener noreferrer"">Teudah</a>.</li>
</ul>",,,,https://www.google.com/maps/uv?pb=!1s0x80c299ad088d97a7%3A0xa104b5766ece77d7!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMJHiMn8Jc5M9pp1uZIULnDYSdZZ6v_r18QXt6C%3Dw138-h176-k-no!5sPistachio%20%2017940%20Ventura%20Blvd%2C%20Encino%2C%20CA%2091316%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipMJHiMn8Jc5M9pp1uZIULnDYSdZZ6v_r18QXt6C&hl=en&sa=X&ved=2ahUKEwjY_synk7b0AhUUQjABHV8OBU0Qoip6BAhCEAM   https://www.google.com/maps/uv?pb=!1s0x80c299ad088d97a7%3A0xa104b5766ece77d7!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMJHiMn8Jc5M9pp1uZIULnDYSdZZ6v_r18QXt6C%3Dw138-h176-k-no!5sPistachio%20%2017940%20Ventura%20Blvd%2C%20Encino%2C%20CA%2091316%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipNwlLS4lhpRArKe_LEiQXo_PAsOuUQWi1cv_gCa&hl=en&sa=X&ved=2ahUKEwjY_synk7b0AhUUQjABHV8OBU0Qoip6BAhCEAM   https://www.google.com/maps/uv?pb=!1s0x80c299ad088d97a7%3A0xa104b5766ece77d7!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMJHiMn8Jc5M9pp1uZIULnDYSdZZ6v_r18QXt6C%3Dw138-h176-k-no!5sPistachio%20%2017940%20Ventura%20Blvd%2C%20Encino%2C%20CA%2091316%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipPlUUO82QNvgwXCz_TbABoKqmGQkaE24DZVmIqM&hl=en&sa=X&ved=2ahUKEwjY_synk7b0AhUUQjABHV8OBU0Qoip6BAhCEAM,,,Supermarket,,North America,USA,California,Los Angeles,moderate,34.1638159,-118.5235656,"17940 Ventura Blvd, Encino, CA 91316",RCC,https://rccvaad.org/,,(818) 881-2636,http://www.pistachiousa.com/,,https://www.facebook.com/pistachiousa/,,,,,,,,,,,,,,,,,,,,,,,20/5/2018,8/2/2021,,,,,,
8474,Encino Glatt Market,"<h3>*Permanently Closed*</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",,,,,,checked,Supermarket,,North America,USA,California,Los Angeles,none,34.1650980,-118.5238440,"17977 Ventura Blvd, Encino, CA 91316, EE. UU.",,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,,,,,,,,,,,,,,,,,,,,,,,,15/5/2018,8/2/2021,,,,,,
8388,Super Sal Market,"<h3>Kosher grocery store.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Prepared foods, deli, fresh meats, and sushi are RCC approved.</li>
 	<li>All meats are Glatt Kosher.</li>
 	<li>They offer Kosher meats, groceries, Mediterranean deli and Israeli market goods.</li>
 	<li>Located in Encino, 20 miles west of Downtown Los Angeles.</li>
 	<li><a href=""http://rccvaad.org/teudot/SuperSal.pdf"" target=""_blank"" rel=""noopener noreferrer"">Teudah</a>.</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/1610946_1125794647437628_292460587035396134_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=ttadDlGFe0AAX_Nf4EH&_nc_ht=scontent-lga3-1.xx&oh=f47b4b08cb64d4abc0df7d62790f45c0&oe=61C63E8C,,,Supermarket,,North America,USA,California,Los Angeles,moderate,34.1618923,-118.5174844,"17630 Ventura Blvd, Encino, CA 91316",RCC,https://rccvaad.org/,,(818) 906-2815,http://www.supersalmarket.com/,info@supersalmarket.com,https://www.facebook.com/Super-Sal-Market-152626051421164/,,,,,,,,,,,,,,,,,,,,,,,17/5/2018,8/2/2021,,,,,,
17647,Schwartz Bakery Fairfax,"<h3>Bakery and deli in Fairfax.</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>Did we miss anything? Let us know in the comments below!</li>
 	<li>Have you been here before? Share your tips with us!</li>
 	<li>Are you the owner? Claim your listing!</li>
</ul>",,,,https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/1385781_644350142276950_437170068_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=9267fe&_nc_ohc=Q9429-J5DbAAX-n0WU_&_nc_ht=scontent-lga3-1.xx&oh=6b039373d4d8633b315191349a8bab18&oe=61C6A63A   https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/1395907_665151213530176_1769338565_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=H9BfAj3zJmkAX8eHlx3&_nc_ht=scontent-lga3-1.xx&oh=c28c8675434ad4cc531d15cd6842b561&oe=61C7D6C8  https://scontent-lga3-1.xx.fbcdn.net/v/t1.18169-9/1466079_665153016863329_605882014_n.jpg?_nc_cat=109&ccb=1-5&_nc_sid=cdbe9c&_nc_ohc=ZQ0fRN9gKs0AX-5_0jY&_nc_ht=scontent-lga3-1.xx&oh=d18dd0b72cd385309e7fecc16784b83a&oe=61C6591E,,,"Bakery,Food,Supermarket,Cafe",Dairy(Cholov Yisroel),North America,USA,California,Los Angeles,moderate,34.0548844,-118.3850543,"8856 W Pico Blvd, Los Angeles, CA 90035, USA",OK,http://www.ok.org/es/consumers/ok-certified-restaurants/,,(323) 653-1683,http://schwartzbakeryla.com,schwartzbakery@aol.com,https://www.facebook.com/schwartzsmarketplace/,,sunday,custom,10:00,"a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""20:00"";}",custom,"a:1:{i:0;s:5:""07:30"";}","a:1:{i:0;s:5:""16:00"";}",closed,,,custom,"a:1:{i:0;s:5:""10:00"";}",15/7/2019,5/2/2021,,,,,,
8459,Le Market,"<h3>Glatt Kosher mart.</h3>
<strong>KWB Highlights:</strong>
<ul>
 	<li>Glatt mart.</li>
 	<li>Local grocery store.</li>
 	<li>Located in North Hollywood, 13 miles west of Downtown Los Angeles.</li>
 	<li><a href=""http://rccvaad.org/teudot/LeMarket.pdf"" target=""_blank"" rel=""noopener noreferrer"">Teudah</a>.</li>
</ul>",,,,https://kosherwithoutborders.com/wp-content/uploads/2018/12/ad262cf3-lm-725x444.png,,,Supermarket,,North America,USA,California,Los Angeles,moderate,34.1719629,-118.4059004,"12516 Burbank Blvd, North Hollywood, CA 91607, EE. UU.",RCC,https://rccvaad.org/,,+1 818-763-5223,https://www.facebook.com/Le-Market-225538280791206/,,https://www.facebook.com/Le-Market-225538280791206/,,,,,,,,,,,,,,,,,,,,,,,15/5/2018,8/2/2021,,,,,,
