ID,Title,Content,ClosedorQuestionable,Chabad Status,Listing_Type,Meat_Dairy_Parve,Continent,Country,State/Provience,City,listing_thumbnail,_listing_phone,_listing_kosher,_listing_website,_listing_pricing_range,geolocation_lat,geolocation_long,_listing_location,_listing_social__facebook,_listing_kosher_url,_listing_email,_listing_working_hours,_listing_monday_hours_radio,_listing_monday_hours_open,_listing_monday_hours_close,_listing_tuesday_hours_radio,_listing_tuesday_hours_open,_listing_tuesday_hours_close,_listing_wednesday_hours_radio,_listing_wednesday_hours_open,_listing_wednesday_hours_close,_listing_thursday_hours_radio,_listing_thursday_hours_open,_listing_thursday_hours_close,_listing_friday_hours_radio,_listing_friday_hours_open,_listing_friday_hours_close,_listing_saturday_hours_radio,_listing_saturday_hours_open,_listing_saturday_hours_close,_listing_sunday_hours_radio,_listing_sunday_hours_open,_listing_social__instagram,DateCreated,_listing_confirmed,Status,Content_Tagline,Content_Description,Content_Images,Content_Video,Content_Menu_or_URL,street_address,zip_code,KWB_Highlight,More Information:
18747,Sami & Susu,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,North America,USA,Florida,Miami,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(305) 392-1070,,,none,25.7956958,-80.1886835,"2001 Biscayne Blvd, Miami, FL 33137, USA",,,,sunday,closed,17:00,23:00,closed,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,,,closed,,,closed,"a:1:{i:0;s:5:""17:00"";}",,6/8/2019,23/7/2021,,,,,,,2001 Biscayne Blvd,33137,,
13484,Le Dauphin Bleu,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,43.6972040,7.2605446,"24 Rue Meyerbeer, 06000 Nice, France",,,,sunday,closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""14:30"";i:1;s:5:""22:30"";}",closed,,,closed,,,open,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""19:00"";}",,23/10/2018,23/4/2021,,,,,,,,,,
15665,Ab Cafe Delish,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Restaurant,Cafe,Catering ",,North America,USA,California,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(818) 579-4024,,,none,34.1724081,-118.4056465,"12501 Burbank Blvd #5, Valley Village, CA 91607, USA",,,,sunday,closed,"a:2:{i:0;s:5:""07:00"";i:1;s:5:""17:00"";}","a:2:{i:0;s:5:""14:00"";i:1;s:5:""20:00"";}",closed,"a:2:{i:0;s:5:""07:00"";i:1;s:5:""17:00"";}","a:2:{i:0;s:5:""14:00"";i:1;s:5:""20:00"";}",closed,"a:2:{i:0;s:5:""07:00"";i:1;s:5:""17:00"";}","a:2:{i:0;s:5:""14:00"";i:1;s:5:""20:00"";}",closed,"a:2:{i:0;s:5:""07:00"";i:1;s:5:""17:00"";}","a:2:{i:0;s:5:""14:00"";i:1;s:5:""20:00"";}",closed,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""12:30"";}",closed,,,closed,"a:1:{i:0;s:5:""08:00"";}",,18/4/2019,4/2/2021,,,,,,,,,,
4169,Exception ll Bistro Resto,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Restaurant,Food","Pareve,Dairy (Cholov Stam)",North America,Canada,Quebec,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,1 (514) 344-0508,,,none,45.4881635,-73.6256139,"Kosher5039 Chemin Queen Mary Montreal, QC H3W 1Y5 Canada",,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2017,15/7/2021,,,,,,,,,,
4146,Ba-Li Laffa (South),"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Restaurant,Food","Meat,Pareve",North America,Canada,Ontario,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,43.7291518,-79.4324840,"3522 Bathurst Street, North York, ON M6A 2C7, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,25/10/2017,15/7/2021,,,,,,,,,,
10576,Mazal Tov Kosher Restaurant,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,North America,Canada,Ontario,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 519-252-0221,,,none,42.2968430,-83.0262772,"1653 Ouellette Ave, Windsor, ON N8X 4W8, Canadá",,,,,,,,,,,,,,,,,,,,,,,,,,9/8/2018,14/7/2021,,,,,,,,,,
15505,UpSteak NY,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,North America,USA,New York,Orange County,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(845) 794-1800,,,moderate,41.6670367,-74.7828503,"951 NY-17B, Mongaup Valley, NY 12762, USA",,,,monday,closed,,,closed,,,closed,,,custom,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,,,custom,"a:1:{i:0;s:5:""16:00"";}","a:1:{i:0;s:5:""21:00"";}",closed,,,8/5/2019,19/3/2021,,,,,,,,,,
15398,Express 15,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",Meat,North America,USA,California,Los Angeles,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,34.0551814,-118.3846113,"8837 W Pico Blvd, Los Angeles, CA 90035, USA",,,,sunday,closed,12:00,"a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,,,closed,"a:1:{i:0;s:5:""19:30"";}","a:1:{i:0;s:5:""01:00"";}",closed,"a:1:{i:0;s:5:""12:00"";}",,7/6/2019,4/2/2021,,,,,,,,,,
19443,Casa Rina,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Pizzeria,Restaurant",,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,33 1 45 23 02 22,,,cheap,48.8730428,2.3432650,"18 Rue du Faubourg Montmartre, 75009 Paris, France",https://www.facebook.com/pages/Casa-Rina/284603642170617,,,sunday,closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""15:00"";i:1;s:5:""00:00"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""15:00"";i:1;s:5:""00:00"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""15:00"";i:1;s:5:""00:00"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""18:30"";}","a:2:{i:0;s:5:""15:00"";i:1;s:5:""00:00"";}",closed,"a:1:{i:0;s:5:""12:00"";}","a:1:{i:0;s:5:""15:00"";}",closed,"a:1:{i:0;s:5:""20:00"";}","a:1:{i:0;s:5:""00:00"";}",closed,"a:2:{i:0;s:5:""12:00"";i:1;s:5:""18:30"";}",,5/9/2019,27/1/2021,,,,,,,,,,
15488,Becca's Cookie Bar,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Bakery,Cafe",,North America,USA,New Jersey,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(732) 443-4518,,,cheap,40.2848050,-73.9864234,"608 2nd Ave, Long Branch, NJ 07740, USA",,,,tuesday,closed,,,closed,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""21:00"";}",closed,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""21:00"";}",closed,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""21:00"";}",closed,"a:1:{i:0;s:5:""10:00"";}","a:1:{i:0;s:5:""21:00"";}",closed,"a:1:{i:0;s:5:""09:00"";}","a:1:{i:0;s:5:""18:00"";}",closed,"a:1:{i:0;s:5:""09:00"";}",,16/4/2019,16/12/2019,,,,,,,,,,
15644,BoLa Falafel,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",Pareve,Europe,Portugal,,Oporto,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+351 22 600 0289,,,moderate,41.1583147,-8.6323027,"Av. da Boavista 719, 4100-111 Porto, Portugal",,,,sunday,closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""16:00"";i:1;s:5:""23:00"";}",closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""16:00"";i:1;s:5:""23:00"";}",closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""16:00"";i:1;s:5:""23:00"";}",closed,"a:2:{i:0;s:5:""11:00"";i:1;s:5:""19:00"";}","a:2:{i:0;s:5:""16:00"";i:1;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""16:00"";}",closed,"a:1:{i:0;s:5:""21:30"";}","a:1:{i:0;s:5:""00:00"";}",closed,"a:1:{i:0;s:5:""11:00"";}",,8/5/2019,13/1/2020,,,,,,,,,,
11316,H'Baron,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,Netherlands,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+31 20 642 4555,,https://www.facebook.com/hbaronrestaurant,moderate,52.3259264,4.8829047,"Kastelenstraat 110 Amsterdam - Buitenveldert, Amsterdam, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,30/7/2018,29/1/2020,,,,,,,,,,
15690,Boru Boru,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,North America,USA,New York,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 917-261-2472,,,none,40.7953810,-73.9697790,"774 Amsterdam Ave, New York, NY 10025, USA",,,,sunday,closed,17:00,"a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,"a:1:{i:0;s:5:""17:00"";}","a:1:{i:0;s:5:""23:00"";}",closed,,,closed,,,closed,"a:1:{i:0;s:5:""17:00"";}",,18/4/2019,19/3/2021,,,,,,,,,,
11307,Sal Meijer,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,Netherlands,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+31 20 673 1313,Amsterdam Ashkenazi & Sephardi rabbinical supervision,https://www.facebook.com/Sandwichshop-Sal-Meijer-Broodje-Meijer-121113324625417/,moderate,52.3263853,4.8683791,"Buitenveldertselaan 114, Amsterdam",,,,,,,,,,,,,,,,,,,,,,,,,,30/7/2018,29/1/2020,,,,,,,,,,
15516,Balagan,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,North America,USA,New Jersey,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,(917) 559-3988,,,moderate,40.2701844,-74.0158625,"66 Monmouth Rd, Oakhurst, NJ 07755, USA",,,,,,,,,,,,,,,,,,,,,,,,,,15/6/2019,16/12/2019,,,,https://www.google.com/maps/uv?pb=!1s0x89c225de9514700f%3A0xe7236c3cd7c250a2!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMGRZQAjFWlxxv-KCnNTasrEED03z1XcWUk47eI%3Dw213-h160-k-no!5sBalagan%20%2066%20Monmouth%20Rd%2C%20Oakhurst%2C%20NJ%2007755%2C%20USA%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e2!2sDTtym2_04FacT_lzI45rpQ&hl=en&sa=X&ved=2ahUKEwjb9r6Z6Kz0AhX6RjABHainAXUQoip6BAhGEAM&cshid=1637613115320324   https://www.google.com/maps/uv?pb=!1s0x89c225de9514700f%3A0xe7236c3cd7c250a2!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMGRZQAjFWlxxv-KCnNTasrEED03z1XcWUk47eI%3Dw213-h160-k-no!5sBalagan%20%2066%20Monmouth%20Rd%2C%20Oakhurst%2C%20NJ%2007755%2C%20USA%20-%20Google%20Search!15sCgIgAQ&imagekey=!1e10!2sAF1QipMGRZQAjFWlxxv-KCnNTasrEED03z1XcWUk47eI&hl=en&sa=X&ved=2ahUKEwjb9r6Z6Kz0AhX6RjABHainAXUQoip6BAhGEAM&cshid=1637613115320324,,,,,,
4181,Chez Benny,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",Meat,North America,Canada,Quebec,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,http://www.chezbenny.ca/,none,45.4857871,-73.6277701,"5071 Queen Mary Rd, Montreal, QC H3W 1X4, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2017,15/7/2021,,,,,,,,,,
13983,L en K,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,,Europe,France,,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,https://www.facebook.com/groups/115843461802857/,moderate,43.6160069,1.4445591,"27 Boulevard des Minimes, 31200 Toulouse, France",,,,,,,,,,,,,,,,,,,,,,,,,,9/11/2018,9/7/2019,,,,,,,,,,
14055,Shaq Shuq,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,Europe,Spain,Barcelona,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,'+34 (0)933 18 96 93,,,none,41.3808291,2.1749076,"Carrer de Ferran, 15 - 08002 Barcelona",,,,,,,,,,,,,,,,,,,,,,,,,,7/11/2018,17/8/2021,,,,,,,,,,
16173,Dean Street Cafe,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB's Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>
&nbsp;",checked,,"Food,Bakery",,North America,USA,New York,Brooklyn,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 347-952-9447,,,moderate,40.6759286,-73.9302070,"87 Utica Ave, Brooklyn, NY 11213, USA",https://www.facebook.com/pg/Deanstreetcafe/,,,sunday,closed,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""18:00"";}",closed,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""18:00"";}",closed,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""18:00"";}",closed,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""18:00"";}",closed,"a:1:{i:0;s:5:""07:00"";}","a:1:{i:0;s:5:""16:00"";}",closed,,,closed,"a:1:{i:0;s:5:""08:00"";}",,7/5/2019,14/1/2020,,,,,,,,,,
4340,Cafe Emunah,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>Café Emunah is the only kosher restaurant in Fort Lauderdale and is mere steps from the Beach! It prides itself on offering an experience for your senses and an oasis for your mind, body and soul - a physical journey into your spiritual self.</li>
 	<li>Upon entering, you feel enveloped by the warm and serene environment. The decor is upscale but sparse and features glass tables and blue fabric on the couches.</li>
 	<li>Materials used in the restaurant are consistent with the eco-conscious elements of mysticism: napkins from recycled paper and pale blonde wood chairs that are ergonomic and simple in design, yet comfortable.</li>
 	<li>The restaurant is also a tea bar and lounge with comfortable couches and a small library of books about Jewish mysticism.</li>
 	<li>Its geographically central location makes it an ideal meeting spot for people in Miami to meet up with friends from Boca and the surrounding areas in between, such as Hollywood and Delray.</li>
 	<li>It also makes for a convenient meal on the way to and from the airport, as it is only a 15-minute drive from the Ft. Lauderdale Airport. Café Emunah is the perfect ending to a day on the beach or a yummy preface to a romantic evening stroll.</li>
 	<li>For more information <a href=""http://www.elegantkoshercatering.com/cafe-emunah/"" target=""_blank"" rel=""noopener noreferrer"">click here</a>.</li>
</ul>",checked,,Restaurant,Dairy(Cholov Yisroel),North America,USA,Florida,Fort Lauderdale,,+1 954-561-6411,ORB,http://www.elegantkoshercatering.com/cafe-emunah/,moderate,26.1721507,-80.0995615,"3558 N Ocean Blvd, Fort Lauderdale, FL 33308, USA",https://www.facebook.com/CafeEmunahByElegant/,https://orbonline.org/category/restaurants/,info@elegantkoshercatering.com,sunday,custom,11:00,"a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:00"";}","a:1:{i:0;s:5:""22:00"";}",closed,,,closed,,,custom,"a:1:{i:0;s:5:""11:00"";}",,18/10/2017,26/7/2021,,,,,,,3558 N Ocean Blvd,333008,,
4455,Anise Tapas & Grill,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant",Meat,North America,USA,Nevada,Las Vegas,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 702-586-4088,,,moderate,36.1333968,-115.2784416,"3100 S Durango Dr, Las Vegas, NV 89117, USA",https://www.facebook.com/anisetapasgrill/,,,sunday,custom,"a:1:{i:0;s:5:""11:30"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:30"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:30"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:30"";}","a:1:{i:0;s:5:""22:00"";}",custom,"a:1:{i:0;s:5:""11:30"";}","a:1:{i:0;s:5:""15:00"";}",custom,"a:1:{i:0;s:5:""19:00"";}","a:1:{i:0;s:5:""23:00"";}",custom,"a:1:{i:0;s:5:""11:30"";}",,18/10/2017,1/10/2020,,,,,,,,,,
6096,Jerusalem Pita and Grill,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,"Food,Restaurant,Delivery/Pickup",Meat,North America,USA,Massachusetts,,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,+1 617-739-2400,,,none,42.3429193,-71.1201869,"10 Pleasant St Brookline, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,11/11/2017,5/3/2020,,,,,,,,,,
4395,MexiKosher LA,"<h3>*PERMANENTLY CLOSED*</h3>
<strong>KWB’s Highlights:</strong>
<ul>
 	<li>This place is permanently closed.</li>
</ul>",checked,,Restaurant,Meat,North America,USA,California,Los Angeles,https://images.unsplash.com/photo-1583868161943-29a9ec42256e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1171&q=80,,,,none,34.0547129,-118.3845657,"8832 W Pico Blvd, Los Angeles, CA 90035, USA",,,,,,,,,,,,,,,,,,,,,,,,,,18/10/2017,15/7/2021,,,,,,,,,,
